id,name,domain,subdomain,status,scale,keywords,brief_description,canonical_examples
281,Getti relativistici,Fisica,Astrofisica,Consolidated,Cosmic,"stelle,evoluzione,ondeG",Fenomeno astrofisico osservato e modellato.,"Osservatori multi-banda, interferometri gravitazionali, telescopi orbitali"
282,Transiti esoplanetari,Fisica,Astrofisica,Consolidated,Cosmic,"stelle,evoluzione,ondeG",Fenomeno astrofisico osservato e modellato.,"Osservatori multi-banda, interferometri gravitazionali, telescopi orbitali"
283,Microlensing gravitazionale,Fisica,Astrofisica,Consolidated,Cosmic,"stelle,evoluzione,ondeG",Fenomeno astrofisico osservato e modellato.,"Osservatori multi-banda, interferometri gravitazionali, telescopi orbitali"
284,Gamma Ray Bursts (GRB),Fisica,Astrofisica,Consolidated,Cosmic,"stelle,evoluzione,ondeG",Fenomeno astrofisico osservato e modellato.,"Osservatori multi-banda, interferometri gravitazionali, telescopi orbitali"
285,Kilonovae,Fisica,Astrofisica,Consolidated,Cosmic,"stelle,evoluzione,ondeG",Fenomeno astrofisico osservato e modellato.,"Osservatori multi-banda, interferometri gravitazionali, telescopi orbitali"
286,Fusione di buchi neri,Fisica,Astrofisica,Consolidated,Cosmic,"stelle,evoluzione,ondeG",Fenomeno astrofisico osservato e modellato.,"Osservatori multi-banda, interferometri gravitazionali, telescopi orbitali"
287,Fusione di stelle di neutroni,Fisica,Astrofisica,Consolidated,Cosmic,"stelle,evoluzione,ondeG",Fenomeno astrofisico osservato e modellato.,"Osservatori multi-banda, interferometri gravitazionali, telescopi orbitali"
288,Cromatografia liquida HPLC,Chimica,Analitica/Separazioni,Consolidated,Chem,"separazione,analisi","Fenomeni di partizione, adsorbimento e migrazione usati per purificare e analizzare.","Purificazione farmaci, analisi proteine, trattamento acque"
289,Cromatografia gas GC,Chimica,Analitica/Separazioni,Consolidated,Chem,"separazione,analisi","Fenomeni di partizione, adsorbimento e migrazione usati per purificare e analizzare.","Purificazione farmaci, analisi proteine, trattamento acque"
290,Cromatografia ionica,Chimica,Analitica/Separazioni,Consolidated,Chem,"separazione,analisi","Fenomeni di partizione, adsorbimento e migrazione usati per purificare e analizzare.","Purificazione farmaci, analisi proteine, trattamento acque"
291,Elettroforesi capillare,Chimica,Analitica/Separazioni,Consolidated,Chem,"separazione,analisi","Fenomeni di partizione, adsorbimento e migrazione usati per purificare e analizzare.","Purificazione farmaci, analisi proteine, trattamento acque"
292,SDS-PAGE,Chimica,Analitica/Separazioni,Consolidated,Chem,"separazione,analisi","Fenomeni di partizione, adsorbimento e migrazione usati per purificare e analizzare.","Purificazione farmaci, analisi proteine, trattamento acque"
293,Ultrafiltrazione,Chimica,Analitica/Separazioni,Consolidated,Chem,"separazione,analisi","Fenomeni di partizione, adsorbimento e migrazione usati per purificare e analizzare.","Purificazione farmaci, analisi proteine, trattamento acque"
294,Dialisi,Chimica,Analitica/Separazioni,Consolidated,Chem,"separazione,analisi","Fenomeni di partizione, adsorbimento e migrazione usati per purificare e analizzare.","Purificazione farmaci, analisi proteine, trattamento acque"
295,Estrazione liquido–liquido,Chimica,Analitica/Separazioni,Consolidated,Chem,"separazione,analisi","Fenomeni di partizione, adsorbimento e migrazione usati per purificare e analizzare.","Purificazione farmaci, analisi proteine, trattamento acque"
296,Adsorbimento su carbone attivo,Chimica,Analitica/Separazioni,Consolidated,Chem,"separazione,analisi","Fenomeni di partizione, adsorbimento e migrazione usati per purificare e analizzare.","Purificazione farmaci, analisi proteine, trattamento acque"
297,Scambio ionico,Chimica,Analitica/Separazioni,Consolidated,Chem,"separazione,analisi","Fenomeni di partizione, adsorbimento e migrazione usati per purificare e analizzare.","Purificazione farmaci, analisi proteine, trattamento acque"
298,Effetto Kondo,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
299,Isolante di Mott,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
300,Liquido di Fermi,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
301,Liquido di Luttinger,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
302,Fasi nematiche elettroniche,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
303,Charge density waves,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
304,Spin density waves,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
305,Polaroni,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
306,Excitoni,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
307,Polaritoni in microcavità,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
308,Band bending superficiale,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
309,Effetto proximity superconduttivo,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
310,Trasporto balistico in nanocanali,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
311,Quantizzazione della conduttanza,Fisica,Materia condensata,Consolidated,Materials,"elettroni,correlazione",Fenomeni collettivi nel trasporto elettronico e nelle fasi correlate.,"Dispositivi nanoelettronici, superconduttori, materiali topologici"
312,Riorganizzazione di Claisen,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
313,Riorganizzazione di Cope,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
314,Reazione di Heck,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
315,Reazione di Suzuki,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
316,Reazione di Sonogashira,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
317,Reazione di Negishi,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
318,Click chemistry (azide–alkyne),Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
319,Metatesi degli alcheni,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
320,Ossidazione di Swern,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
321,Formilazione di Vilsmeier-Haack,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
322,Protezione/deprotezione gruppi funzionali,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
323,Chiralità ed enantiomeri,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
324,Catalisi organocatalitica,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
325,Fotochimica organica: [2+2] cicloadizioni,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
326,Chemoselettività controllata da luce,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
327,Reazione di Alder–ene,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
328,Reazione di Barbier,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
329,Reazione di Reformatsky,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
330,Cross-coupling C–N (Buchwald–Hartwig),Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
331,Attivazione legame C–H,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
332,Fotoredox catalysis,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
333,Elettrosintesi organica,Chimica,Organica/Organometallica,Consolidated,Chem,"sintesi,catalisi",Trasformazioni per costruzione molecolare complessa controllata.,"Farmaci avanzati, materiali funzionali, sintesi modulare"
334,Proprietà orbitale del negozio,Economia Universo,Struttura del Mercato Galattico,Consolidated,Econ,"ownership,diritti,stazione","Ogni corpo celeste-commerce (pianeta, luna, stazione artificiale) è posseduto o affittato da un gestore. La proprietà orbitale definisce chi può vendere cosa nello spazio economico locale.",Un pianeta dichiara monopolio sulla vendita di 'energia di fusione pulita' entro la sua sfera di influenza; altri venditori devono chiedere licenza.
335,Rotta commerciale interstellare,Economia Universo,Struttura del Mercato Galattico,Consolidated,Econ,"trasporto,logistica,shipping","Percorso fisso o dinamico usato per trasferire beni tra due nodi economici cosmici. Include costi di carburante, rischio pirateria e dazi di attraversamento settori.",La tratta Sirio–Proxima costa +12% per rischio aggressioni minerarie.
336,Tassa di attraversamento gravitazionale,Economia Universo,Struttura del Mercato Galattico,Emerging,Econ,"dazio,gravity,toll","Pedaggio pagato al sistema stellare attraversato, giustificato come costo di stabilizzazione gravitazionale del traffico cargo pesante.",Il sistema Vega impone 2 crediti massa/tonnellata per navi cargo che sfruttano fionde gravitazionali locali.
337,Clustering dei marketplace stellari,Economia Universo,Struttura del Mercato Galattico,Emerging,Econ,"cluster,concorrenza,hub",Fenomeno in cui più nodi commerciali gravitano attorno allo stesso sole per sfruttare il traffico clienti e abbassare costi logistici.,Tre lune vendono componenti quantici vicino alla stessa nana bianca per intercettare ricambi motori FTL.
338,Indice di domanda locale,Economia Universo,Prezzi e Domanda,Consolidated,Econ,"domanda,prezzo,algoritmo",Misura normalizzata della fame di mercato di una risorsa in una regione spaziale. Aumenta se scorte basse e ricerche utenti alte.,L'indice per 'acqua deuterata medica' sale del 340% dopo un incidente biologico.
339,Elasticità gravitazionale del prezzo,Economia Universo,Prezzi e Domanda,Emerging,Econ,"elasticità,dinamica,offerta","Quanto varia il prezzo medio in risposta alla domanda, pesato per il costo energetico reale di estrarlo/trasportarlo dalla sua gravità nativa.",Il Titanio estratto in microgravità resta economico anche con domanda alta perché costa poco estrarlo e lanciarlo.
340,Asta orbitale continua,Economia Universo,Prezzi e Domanda,Consolidated,Econ,"asta,dynamic pricing,live",Meccanismo in tempo reale dove più venditori offrono lo stesso bene e l'algoritmo abbassa il prezzo visibile verso il minimo sostenibile compatibile con SLA logistici.,Tre stazioni vendono lo stesso modulo di reattore; l'asta orbitale mostra il miglior prezzo consegnabile entro 2 salti FTL.
341,Prezzo fantasma preventivo,Economia Universo,Prezzi e Domanda,Emerging,Econ,"prezzo-ombra,previsione,stabilizzazione","Valore teorico suggerito a tutti i venditori di un settore per evitare guerra di prezzi distruttiva. Non è vincolante, ma orienta.",Nel settore Tau Ceti il reattore a fusione compatto è 'consigliato' a 12.4k crediti e gli operatori restano vicini a quel valore.
342,Priorità di messa in vetrina,Economia Universo,Ranking e Visibilità,Consolidated,Econ,"visibilità,listing,algoritmo","Ordine con cui i prodotti vengono mostrati ai clienti. Dipende da affidabilità venditore, recensioni, compliance, disponibilità reale e tempo di consegna stimato.",Un negozio-luna con stock immediato appare sopra un pianeta lontano con consegna in 7 giorni stellari.
343,Affinità utente-contesto,Economia Universo,Ranking e Visibilità,Consolidated,Econ,"profilazione,storico,personalizzazione","Predice cosa il cliente vorrà comprare in base al suo ruolo (minatore, biologo, pilota), alle emergenze recenti e ai materiali disponibili nella zona di attracco.",Un pilota ferito vede subito kit medici; non souvenir turistici.
344,Protezione anti-impatto monopolistico,Economia Universo,Ranking e Visibilità,Emerging,Econ,"antitrust,limitazione,dominanza",Riduce visibilità del venditore dominante se supera una certa quota vendite in un settore vitale in un singolo sistema stellare.,"Se un solo pianeta vende il 90% dell'ossigeno medicale, il motore mostra comunque alternative anche più costose."
345,Affidabilità logistica dichiarata,Economia Universo,Trust e SLA,Consolidated,Econ,"SLA,consegna,penali",Percentuale di consegne puntuali; impatta ranking e cauzione minima.,Chi ha 99.2% di puntualità paga cauzione bassa. Chi sta al 71% deve bloccare più capitale.
346,Garanzia di non manomissione carico,Economia Universo,Trust e SLA,Consolidated,Econ,"integrità,catena custodia,hash","Ogni container è sigillato crittograficamente. Se il sigillo risulta rotto, scatta rimborso automatico usando il wallet cauzionale del venditore.",Una spedizione di organi bio-stampati arriva con hash coerente: nessuna manomissione.
347,Wallet cauzionale orbitale,Economia Universo,Trust e SLA,Consolidated,Econ,"escrow,garanzia,indennizzo",Fondo bloccato per vendere in settori a rischio. Copre rimborsi istantanei senza dispute lunghe.,Per vendere farmaci genetici interstellari serve escrow minimo 50k crediti bloccati.
348,Punteggio di bio-conformità,Economia Universo,Compliance e Sicurezza,Consolidated,Econ,"normativa,biotech,sicurezza",Indice che misura la sicurezza biologica di un prodotto rispetto alla biosfera di destinazione. Impatta prezzo assicurativo e permessi.,Un kit CRISPR per rettili anfibi di Titano non può essere spedito su colonie umane senza licenza medica locale.
349,Blocco etico planetario,Economia Universo,Compliance e Sicurezza,Emerging,Econ,"ban,restrizioni,legale","Autorità locali possono vietare categorie merceologiche (IA militari, sorveglianza mentale, armi a impulso neurale). Il marketplace rispetta il blocco.",Una luna santuario proibisce IA d'attacco: gli annunci non vengono mostrati agli utenti connessi da lì.
350,Autocertificazione di provenienza mineraria,Economia Universo,Compliance e Sicurezza,Emerging,Econ,"tracciabilità,origine,estrazione",Il venditore dichiara da quale corpo celeste proviene la materia prima e dimostra estrazione non schiavista / non genocida. Mentire azzera ranking galattico.,Un fornitore di iridio deve provare che l'asteroide sorgente non è territorio sacro di una colonia indigena.
351,Inventario sincronizzato in tempo quasi-reale,Economia Universo,Inventario e Stock,Consolidated,Econ,"stock,giacenza,telemetria",Lo stock dichiarato deve coincidere con lo stock fisico del magazzino orbitale via telemetria container. Overselling causa penalità.,Dichiari 120 moduli quantici ma hai fisicamente 87: la differenza è segnalata come 'stock fantasma' e penalizzata.
352,Rifornimento predittivo assistito IA,Economia Universo,Inventario e Stock,Emerging,Econ,"forecast,auto-restock,AI","Il sistema invia merce prima dell'acquisto basandosi su pattern di guasto, crisi locali e manutenzione prevista flotte.",La piattaforma sposta ricambi motore FTL verso una frontiera perché quei motori tendono a rompersi dopo ~900 ore di volo.
353,Fusione di magazzini periferici,Economia Universo,Inventario e Stock,Consolidated,Econ,"fulfillment,hub,last-mile","Più venditori piccoli condividono magazzini orbitali per offrire consegne rapide come un grande brand, pagando fee logistica.",Cinque artigiani bio-tech condividono hub su Encelado e promettono consegna entro 4 ore locali.
354,Garanzia di consegna entro salto massimo dichiarato,Economia Universo,Inventario e Stock,Consolidated,Econ,"SLA,FTL,max-jump","Ogni offerta include numero massimo di salti FTL per ricevere il prodotto. Se viene superato, rimborso automatico parziale.","Tuta rad-hard garantita ≤2 salti: se arriva dopo 3 salti, rimborso 30%."
355,Identità verificata del venditore,Economia Universo,Identità e Ruoli,Consolidated,Econ,"KYC,onboarding,trust",Un'entità commerciale deve provare di esistere legalmente nel proprio sistema di origine e firmare contratti di vendita interstellare.,La Gilda Minatori Cerere registra un hash notarizzato nella catena commerciale interstellare.
356,Ruolo del nodo commerciale,Economia Universo,Identità e Ruoli,Consolidated,Econ,"ruoli,filiera,classificazione","Ogni attore è marcato come produttore, rivenditore o broker di rotta. Cambia tasse e responsabilità.",Un broker che non tocca fisicamente la merce paga meno magazzino ma più responsabilità assicurativa contrattuale.
357,Stato reputazionale del venditore,Economia Universo,Identità e Ruoli,Consolidated,Econ,"reputazione,feedback,recensioni","Valutazione che unisce puntualità, qualità reale ricevuta, accuratezza descrizioni e gestione reclami. Conta nel ranking.",Un venditore 4.9/5 con 20k transazioni è top; uno nuovo è parzialmente limitato in visibilità.
358,Recensioni verificate post-consegna,Economia Universo,Identità e Ruoli,Consolidated,Econ,"review,verifica,antifrode",Un acquirente può recensire solo dopo che la telemetria del container conferma apertura fisica da parte sua.,Recensioni fake vengono bloccate perché manca prova di consegna/apertura reale.
359,Politica anti-clonazione design,Economia Universo,Proprietà Intellettuale,Emerging,Econ,"IP,clone,contraffazione",Vietata la vendita di copie 1:1 di progetti tecnici registrati senza licenza. Violazione = sequestro inventario e congelamento wallet.,Replica illegale di un esoscheletro medico brevettato viene bloccata.
360,Licenza di riproduzione locale controllata,Economia Universo,Proprietà Intellettuale,Emerging,Econ,"stampa3D,licenze,on-demand","Il marketplace può concedere al compratore il diritto temporaneo di stampare localmente un ricambio, con royalty automatica al produttore originale.",Una nave cargo stampa sul posto una guarnizione plasma pagando micro-royalty.
361,Blocco anti-esportazione strategica,Economia Universo,Proprietà Intellettuale,Consolidated,Econ,"embargo,armi,dual-use",Alcuni oggetti non possono uscire dal sistema d'origine se classificati a rischio militare/strategico.,Moduli IA di targeting balistico restano legali solo in orbita marziana.
362,Ottimizzazione multi-carico,Economia Universo,Logistica e Routing,Consolidated,Econ,"consolidamento,spedizione,margine",Ordini piccoli di acquirenti diversi vengono compressi in un'unica tratta cargo per ridurre costo di viaggio e aumentare il margine di rotta.,"Una nave parte con 48 micro-ordini invece di un singolo mega-ordine, abbassando costo medio per cliente."
363,Ricalcolo del percorso in volo,Economia Universo,Logistica e Routing,Emerging,Econ,"reroute,FTL,ritardi","Il vettore può cambiare rotta durante il viaggio per evitare tasse nuove, conflitti o eventi naturali, aggiornando ETA e clausole SLA.","Una tempesta di plasma blocca la rotta diretta; la nave devia su un salto più lungo ma sicuro, e il cliente accetta nuovo ETA via smart contract."
364,Magazzino orbitale neutrale,Economia Universo,Logistica e Routing,Consolidated,Econ,"porto franco,neutrale,doganale",Hub multi-sovranità dove le merci possono sostare o essere smistate senza ancora essere tassate dalla destinazione finale.,Una stazione neutrale tiene moduli IA militari in custodia finché non si chiarisce la legalità della consegna.
365,Contratto di consegna auto-esecutivo,Economia Universo,Contratti e Pagamenti,Consolidated,Econ,"smart contract,pagamento,escrow","Pagamento e trasferimento di proprietà avvengono automaticamente quando arrivo, integrità e tempi soddisfano le condizioni registrate.","Quando il container arriva integro entro SLA, il pagamento si sblocca senza intervento umano."
366,Regola del rimborso immediato per difformità critica,Economia Universo,Contratti e Pagamenti,Consolidated,Econ,"refund,qualità,protezione acquirente","Se il prodotto ricevuto non rispetta specifiche funzionali fondamentali, rimborso istantaneo prelevato dal wallet cauzionale del venditore.",Arriva un reattore che eroga solo l'80% della potenza dichiarata: rimborso automatico 20%.
367,Tariffa di congestione d'attracco,Economia Universo,Contratti e Pagamenti,Emerging,Econ,"porto,slot,priorità","In periodi di traffico elevato, l'accesso rapido ai porti orbitali è venduto come servizio premium, influenzando il costo di consegna express.","Durante la stagione estrazione ghiaccio su Europa, l'attracco prioritario costa +35%."
368,Identità del compratore multi-profilo,Economia Universo,Gestione Utenti,Consolidated,Econ,"account,multi-ruolo,B2B","Lo stesso soggetto può avere più profili (privato, azienda mineraria, laboratorio medico). Prezzi, tasse e limiti d'acquisto cambiano per profilo.",Un tecnico compra componenti nucleari col profilo aziendale e souvenir turistici col profilo personale tassato diversamente.
369,Limite di rischio sanitario personale,Economia Universo,Gestione Utenti,Emerging,Econ,"bio-rischio,sicurezza,compliance","Ogni profilo ha un tetto massimo di accesso a biotech pericolosa al mese, basato su livello di autorizzazione biologica e storico incidenti.",Un utente con precedenti contaminazioni può comprare massimo 1 kit CRISPR high-power ogni 30 giorni.
370,Punteggio di affidabilità fiscale interstellare,Economia Universo,Gestione Utenti,Emerging,Econ,"fisco,tasse,conformità",Indice che misura il rispetto fiscale import/export multi-giurisdizione. Punteggi bassi limitano gli acquisti ad alto valore.,Chi evade dazi su plutonio medicale perde la possibilità di ordini sopra 10k crediti finché non salda.
371,Coda preferenziale manutentori infrastrutture critiche,Economia Universo,Gestione Utenti,Consolidated,Econ,"priorità,infra,blacklist stop","Chi è certificato come manutentore di sistemi vitali (aria, acqua, scudi) riceve priorità assoluta su scorte e consegne.",Un ingegnere responsabile dell'aria di una colonia viene servito prima di qualsiasi cliente retail.
372,Algoritmo di de-escalation prezzo,Economia Universo,Stabilità di Mercato,Emerging,Econ,"crash,panic selling,protezione","Se i venditori fanno dumping sotto costo in modo distruttivo, l'algoritmo rallenta la visibilità degli sconti estremi per evitare collasso del settore locale.",Due lune litigano sul prezzo dell'acqua potabile e scendono sotto costo. Il sistema limita l'esposizione di quelle offerte.
373,Quota minima di pluralità fornitore,Economia Universo,Stabilità di Mercato,Consolidated,Econ,"antitrust,pluralità,diversità","Il marketplace forza almeno N venditori diversi per ogni categoria critica (acqua, aria, combustibile, medicine urgenti). Nessuno può essere unico fornitore vitale.","Se c'è un solo fornitore di ossigeno respirabile in un avamposto, viene importato forzatamente un secondo fornitore anche più caro."
374,Audit orbitale automatizzato,Economia Universo,Stabilità di Mercato,Emerging,Econ,"audit,conformità,AI","La piattaforma invia droni ispettori per verificare stock, condizioni di lavoro e biosicurezza. Mancata collaborazione = ban.",Un avamposto che sfrutta cloni senza autorizzazione biologica perde l'accesso al marketplace interstellare.
375,Token di priorità d'emergenza,Economia Universo,Gestione Crisi,Consolidated,Econ,"emergenza,catastrofe,razionamento","In caso di disastro (epidemia, breccia scudo, perdita atmosfera), il sistema emette token digitali che sovrascrivono la normale gerarchia di acquisto e instradano risorse essenziali dove servono.","Dopo un impatto meteoritico, i token di emergenza permettono a una colonia di ottenere sigillanti strutturali prima dei clienti normali."
376,Ricalcolo morale della vendita,Economia Universo,Gestione Crisi,Emerging,Econ,"etica,priorità umana,AI governance","Il sistema può bloccare vendite speculative su beni critici (aria, antibiotici, cibo) se l'acquirente li sta accumulando per rivenderli a caro prezzo durante un'emergenza.","Durante un'epidemia respiratoria, chi tenta di accaparrare tutte le bombole d'ossigeno per speculare viene bloccato."
377,Livello di autorizzazione IA assistita,Economia Universo,Governance e Controllo AI,Emerging,Econ,"IA,ruoli,permessi","Definisce fin dove l'intelligenza centrale del marketplace può agire in autonomia: raccomandazione, instradamento logistico diretto o riallocazione forzata di stock in crisi.","In emergenza biosicurezza l'IA può ordinare trasferimento immediato di antivirali da un magazzino privato a un ospedale di frontiera, con compensazione automatica."
378,Registro di conflitto d'interessi planetario,Economia Universo,Governance e Controllo AI,Consolidated,Econ,"governance,etica,trasparenza","Elenco pubblico delle situazioni in cui un pianeta controlla produzione, distribuzione e certificazione di sicurezza dello stesso bene critico. Serve a individuare abusi.","Se il pianeta X produce e certifica da solo i vaccini obbligatori, il sistema lo marca come rischio sistemico."
379,Priorità di sopravvivenza biologica,Economia Universo,Governance e Controllo AI,Emerging,Econ,"etica,salute,diritto alla vita","In caso di conflitto tra profitto economico e sopravvivenza biologica verificabile di una colonia, la sopravvivenza biologica prevale e viene forzata dal sistema.","Se una colonia sta perdendo atmosfera, l'IA ignora contratti di esclusiva sull'ossigeno e ridirige bombole ovunque."
380,Armonizzazione ONU-FTL,Economia Universo,Governance Terrana,Consolidated,Econ,"diritto internazionale,ONU,commercio","Ogni contratto commerciale interstellare deve rispettare i trattati multilaterali sul commercio, sui diritti fondamentali e sul controllo dell'export di tecnologie dual-use. La piattaforma impedisce vendite in violazione.",Un modulo IA militare offensivo viene limitato alle sole giurisdizioni che lo consentono esplicitamente.
381,Neutralità commerciale planetaria,Economia Universo,Governance Terrana,Consolidated,Econ,"antidiscriminazione,dazi,equità","È vietato applicare dazi o blocchi selettivi basati su etnia, religione, orientamento politico o provenienza culturale del venditore. L'accesso al marketplace resta neutrale.",Un pianeta non può bloccare venditori di un altro sistema solo per ostilità culturale se i beni sono legali.
382,Principio di non interferenza sovrana,Economia Universo,Governance Terrana,Consolidated,Econ,"sovranità,fisco,politica interna","Ogni pianeta o Stato mantiene controllo sulla propria tassazione interna e sulle proprie restrizioni, ma deve dichiarare pubblicamente tali limiti nel registro universale per trasparenza doganale.",Un governo può vietare armi a impulso neurale entro i suoi confini ma deve pubblicarlo nel registro condiviso.
383,Accordo di protezione dati universale (U-GDPR),Economia Universo,Diritti Digitali,Consolidated,Econ,"privacy,dati personali,profilazione",I dati personali di clienti e aziende sono trattati secondo le normative privacy del luogo d'origine. Vietato usarli per targeting politico o discriminazione etnica.,I log di acquisto di dispositivi medici non possono essere venduti a datori di lavoro.
384,Tassa etica interplanetaria,Economia Universo,Fiscalità Globale,Emerging,Econ,"tassa globale,sviluppo sostenibile,redistribuzione","Una quota minima (0.3%) viene prelevata sulle transazioni interstellari e destinata a infrastrutture critiche, ricerca sanitaria e protezione ambientale.",La vendita di generatori d'aria a una colonia lunare finanzia il fondo sanitario universale.
385,Trattato contro la manipolazione algoritmica dei mercati,Economia Universo,Finanza e AI,Consolidated,Econ,"anti-manipolazione,IA,stabilità prezzi","È vietato usare algoritmi per creare panico artificiale, gonfiare prezzi essenziali o sabotare un concorrente. Il sistema rileva e blocca schemi manipolativi.",Un cartello simula scarsità d'ossigeno per alzare prezzi: viene smascherato e neutralizzato.
